success,failure,stuck,success_percent,failure_percent,stuck_percent
189,210,9,0.4632,0.5147,0.0221
190,210,8,0.4657,0.5147,0.0196
191,210,8,0.467,0.5134,0.0196
191,211,7,0.467,0.5159,0.0171
191,212,6,0.467,0.5183,0.0147
191,213,6,0.4659,0.5195,0.0146
191,214,5,0.4659,0.522,0.0122
191,214,6,0.4647,0.5207,0.0146
192,214,5,0.4672,0.5207,0.0122
193,214,4,0.4696,0.5207,0.0097
193,214,5,0.4684,0.5194,0.0121
194,214,4,0.4709,0.5194,0.0097
194,215,3,0.4709,0.5218,0.0073
194,216,2,0.4709,0.5243,0.0049
195,216,1,0.4733,0.5243,0.0024
196,216,1,0.4746,0.523,0.0024
196,217,0,0.4746,0.5254,0.0
196,217,1,0.4734,0.5242,0.0024
196,217,2,0.4723,0.5229,0.0048
196,217,3,0.4712,0.5216,0.0072
196,217,4,0.47,0.5204,0.0096
196,217,5,0.4689,0.5191,0.012
196,217,6,0.4678,0.5179,0.0143
196,217,7,0.4667,0.5167,0.0167
196,217,8,0.4656,0.5154,0.019
196,217,9,0.4645,0.5142,0.0213
196,217,10,0.4634,0.513,0.0236
196,217,11,0.4623,0.5118,0.0259
196,217,12,0.4612,0.5106,0.0282
196,217,13,0.4601,0.5094,0.0305
196,217,14,0.459,0.5082,0.0328
196,217,15,0.4579,0.507,0.035
196,217,16,0.4569,0.5058,0.0373
196,217,17,0.4558,0.5047,0.0395
196,217,18,0.4548,0.5035,0.0418
196,217,19,0.4537,0.5023,0.044
196,217,20,0.4527,0.5012,0.0462
197,217,19,0.455,0.5012,0.0439
197,218,18,0.455,0.5035,0.0416
197,219,17,0.455,0.5058,0.0393
197,220,16,0.455,0.5081,0.037
198,220,16,0.4562,0.5069,0.0369
198,221,15,0.4562,0.5092,0.0346
198,222,14,0.4562,0.5115,0.0323
198,223,13,0.4562,0.5138,0.03
198,224,12,0.4562,0.5161,0.0276
198,225,11,0.4562,0.5184,0.0253
198,225,12,0.4552,0.5172,0.0276
198,225,13,0.4541,0.5161,0.0298
198,226,12,0.4541,0.5183,0.0275
198,227,11,0.4541,0.5206,0.0252
198,228,10,0.4541,0.5229,0.0229
198,229,9,0.4541,0.5252,0.0206
198,230,8,0.4541,0.5275,0.0183
198,231,7,0.4541,0.5298,0.0161
